shipment_id,origin,destination,item,dispatch_date,planned_eta,actual_arrival,delay_days,is_delayed
SHP10783,Los Angeles Port,Dubai Port,Machinery,2023-10-09,2023-10-30,2023-11-08,9,1
SHP10784,Singapore Port,Los Angeles Port,Machinery,2023-04-23,2023-05-08,2023-05-08,0,0
SHP10785,Dubai Port,Shanghai Port,Pharmaceuticals,2023-10-06,2023-11-02,2023-11-02,0,0
SHP10786,Los Angeles Port,Shanghai Port,Auto Parts,2023-12-06,2023-12-26,2023-12-26,0,0
SHP10787,Los Angeles Port,Shanghai Port,Machinery,2023-09-29,2023-10-24,2023-10-24,0,0
SHP10788,Singapore Port,Mumbai Port,Electronics,2023-12-09,2023-12-30,2023-12-30,0,0
SHP10789,Singapore Port,Dubai Port,Machinery,2023-05-05,2023-05-16,2023-05-16,0,0
SHP10790,Los Angeles Port,Dubai Port,Electronics,2023-07-17,2023-08-04,2023-08-04,0,0
SHP10791,Los Angeles Port,Mumbai Port,Machinery,2023-07-11,2023-08-06,2023-08-06,0,0
SHP10792,Rotterdam Port,Dubai Port,Electronics,2023-06-01,2023-07-01,2023-07-07,6,1
SHP10793,Dubai Port,Mumbai Port,Electronics,2023-03-27,2023-04-23,2023-04-23,0,0
SHP10794,Singapore Port,Mumbai Port,Auto Parts,2023-12-10,2024-01-09,2024-01-09,0,0
SHP10795,Singapore Port,Rotterdam Port,Electronics,2023-04-16,2023-05-13,2023-05-13,0,0
SHP10796,Singapore Port,Rotterdam Port,Electronics,2023-12-18,2024-01-01,2024-01-05,4,1
SHP10797,Singapore Port,Los Angeles Port,Electronics,2023-02-14,2023-02-26,2023-02-28,2,1
SHP10798,Los Angeles Port,Singapore Port,Electronics,2023-10-22,2023-11-08,2023-11-08,0,0
SHP10799,Rotterdam Port,Dubai Port,Pharmaceuticals,2023-11-19,2023-12-11,2023-12-11,0,0
SHP10800,Mumbai Port,Dubai Port,Electronics,2023-10-01,2023-10-11,2023-10-11,0,0
SHP10801,Dubai Port,Mumbai Port,Machinery,2023-01-24,2023-02-05,2023-02-05,0,0
SHP10802,Dubai Port,Mumbai Port,Textiles,2023-12-18,2024-01-06,2024-01-06,0,0
SHP10803,Los Angeles Port,Dubai Port,Pharmaceuticals,2023-07-22,2023-08-01,2023-08-01,0,0
SHP10804,Dubai Port,Shanghai Port,Auto Parts,2023-07-20,2023-08-16,2023-08-16,0,0
SHP10805,Singapore Port,Shanghai Port,Textiles,2023-12-13,2024-01-12,2024-01-12,0,0
SHP10806,Mumbai Port,Singapore Port,Machinery,2023-03-14,2023-03-27,2023-03-31,4,1
SHP10807,Dubai Port,Singapore Port,Pharmaceuticals,2023-10-03,2023-10-30,2023-10-30,0,0
SHP10808,Los Angeles Port,Shanghai Port,Textiles,2023-04-19,2023-05-12,2023-05-12,0,0
SHP10809,Dubai Port,Shanghai Port,Auto Parts,2023-04-05,2023-04-22,2023-04-22,0,0
SHP10810,Los Angeles Port,Shanghai Port,Electronics,2023-04-03,2023-05-01,2023-05-01,0,0
SHP10811,Dubai Port,Rotterdam Port,Machinery,2023-02-07,2023-02-26,2023-02-26,0,0
SHP10812,Los Angeles Port,Mumbai Port,Auto Parts,2023-10-25,2023-11-19,2023-11-19,0,0
SHP10813,Los Angeles Port,Shanghai Port,Auto Parts,2023-02-21,2023-03-12,2023-03-12,0,0
SHP10814,Shanghai Port,Rotterdam Port,Pharmaceuticals,2023-08-19,2023-09-08,2023-09-08,0,0
SHP10815,Los Angeles Port,Singapore Port,Auto Parts,2023-10-17,2023-11-14,2023-11-14,0,0
SHP10816,Los Angeles Port,Dubai Port,Auto Parts,2023-01-03,2023-01-23,2023-01-23,0,0
SHP10817,Shanghai Port,Dubai Port,Textiles,2023-07-04,2023-07-18,2023-07-18,0,0
SHP10818,Los Angeles Port,Dubai Port,Pharmaceuticals,2023-08-17,2023-09-07,2023-09-07,0,0
SHP10819,Rotterdam Port,Singapore Port,Electronics,2023-03-31,2023-04-30,2023-04-30,0,0
SHP10820,Los Angeles Port,Shanghai Port,Machinery,2023-04-11,2023-04-29,2023-04-29,0,0
SHP10821,Singapore Port,Mumbai Port,Electronics,2023-01-10,2023-02-05,2023-02-05,0,0
SHP10822,Dubai Port,Singapore Port,Pharmaceuticals,2023-10-30,2023-11-15,2023-11-15,0,0
SHP10823,Dubai Port,Los Angeles Port,Machinery,2023-10-04,2023-10-29,2023-10-29,0,0
SHP10824,Shanghai Port,Rotterdam Port,Pharmaceuticals,2023-04-25,2023-05-23,2023-05-23,0,0
SHP10825,Los Angeles Port,Shanghai Port,Pharmaceuticals,2023-09-14,2023-10-10,2023-10-16,6,1
SHP10826,Los Angeles Port,Singapore Port,Electronics,2023-12-06,2023-12-23,2023-12-23,0,0
SHP10827,Dubai Port,Shanghai Port,Machinery,2023-03-13,2023-04-06,2023-04-06,0,0
SHP10828,Dubai Port,Singapore Port,Auto Parts,2023-09-05,2023-09-26,2023-10-01,5,1
SHP10829,Rotterdam Port,Shanghai Port,Electronics,2023-05-16,2023-06-06,2023-06-06,0,0
SHP10830,Singapore Port,Shanghai Port,Machinery,2023-07-04,2023-07-26,2023-07-26,0,0
SHP10831,Rotterdam Port,Mumbai Port,Electronics,2023-11-29,2023-12-19,2024-01-01,13,1
SHP10832,Dubai Port,Los Angeles Port,Textiles,2023-10-24,2023-11-20,2023-11-20,0,0
SHP10833,Rotterdam Port,Dubai Port,Textiles,2023-10-28,2023-11-27,2023-11-27,0,0
SHP10834,Mumbai Port,Singapore Port,Textiles,2023-07-12,2023-07-29,2023-07-29,0,0
SHP10835,Los Angeles Port,Rotterdam Port,Pharmaceuticals,2023-09-04,2023-10-03,2023-10-10,7,1
SHP10836,Shanghai Port,Dubai Port,Auto Parts,2023-04-28,2023-05-10,2023-05-10,0,0
SHP10837,Los Angeles Port,Shanghai Port,Auto Parts,2023-04-06,2023-04-21,2023-04-21,0,0
SHP10838,Singapore Port,Mumbai Port,Auto Parts,2023-08-01,2023-08-21,2023-08-21,0,0
SHP10839,Rotterdam Port,Dubai Port,Pharmaceuticals,2023-04-18,2023-05-16,2023-05-16,0,0
SHP10840,Rotterdam Port,Mumbai Port,Auto Parts,2023-01-23,2023-02-06,2023-02-06,0,0
SHP10841,Shanghai Port,Los Angeles Port,Machinery,2023-01-21,2023-02-18,2023-02-20,2,1
SHP10842,Shanghai Port,Rotterdam Port,Auto Parts,2023-09-22,2023-10-14,2023-10-14,0,0
SHP10843,Dubai Port,Mumbai Port,Textiles,2023-02-13,2023-03-01,2023-03-01,0,0
SHP10844,Rotterdam Port,Dubai Port,Auto Parts,2023-04-23,2023-05-16,2023-05-16,0,0
SHP10845,Dubai Port,Shanghai Port,Machinery,2023-12-04,2023-12-30,2023-12-30,0,0
SHP10846,Singapore Port,Los Angeles Port,Pharmaceuticals,2023-11-02,2023-11-30,2023-12-01,1,1
SHP10847,Rotterdam Port,Dubai Port,Auto Parts,2023-02-25,2023-03-07,2023-03-07,0,0
SHP10848,Dubai Port,Rotterdam Port,Auto Parts,2023-11-07,2023-11-20,2023-11-20,0,0
SHP10849,Dubai Port,Singapore Port,Electronics,2023-09-30,2023-10-26,2023-10-26,0,0
SHP10850,Mumbai Port,Dubai Port,Auto Parts,2023-11-05,2023-12-02,2023-12-02,0,0
SHP10851,Singapore Port,Rotterdam Port,Machinery,2023-08-04,2023-08-25,2023-08-25,0,0
SHP10852,Singapore Port,Dubai Port,Pharmaceuticals,2023-04-28,2023-05-23,2023-05-23,0,0
SHP10853,Rotterdam Port,Los Angeles Port,Machinery,2023-12-23,2024-01-20,2024-01-27,7,1
SHP10854,Shanghai Port,Rotterdam Port,Pharmaceuticals,2023-04-30,2023-05-12,2023-05-12,0,0
SHP10855,Dubai Port,Rotterdam Port,Textiles,2023-04-07,2023-04-17,2023-04-17,0,0
SHP10856,Mumbai Port,Singapore Port,Machinery,2023-03-02,2023-03-28,2023-04-01,4,1
SHP10857,Singapore Port,Shanghai Port,Textiles,2023-07-29,2023-08-19,2023-08-19,0,0
SHP10858,Rotterdam Port,Singapore Port,Textiles,2023-05-14,2023-06-10,2023-06-10,0,0
SHP10859,Los Angeles Port,Singapore Port,Textiles,2023-12-15,2024-01-06,2024-01-06,0,0
SHP10860,Rotterdam Port,Singapore Port,Machinery,2023-09-05,2023-09-20,2023-09-20,0,0
SHP10861,Dubai Port,Rotterdam Port,Textiles,2023-06-07,2023-07-05,2023-07-05,0,0
SHP10862,Singapore Port,Rotterdam Port,Auto Parts,2023-12-04,2023-12-17,2023-12-17,0,0
SHP10863,Rotterdam Port,Shanghai Port,Electronics,2023-04-20,2023-05-16,2023-05-16,0,0
SHP10864,Los Angeles Port,Singapore Port,Machinery,2023-12-23,2024-01-03,2024-01-03,0,0
SHP10865,Singapore Port,Mumbai Port,Electronics,2023-03-16,2023-04-10,2023-04-10,0,0
SHP10866,Rotterdam Port,Mumbai Port,Electronics,2023-05-15,2023-06-01,2023-06-01,0,0
SHP10867,Dubai Port,Mumbai Port,Pharmaceuticals,2023-07-25,2023-08-23,2023-08-23,0,0
SHP10868,Los Angeles Port,Singapore Port,Electronics,2023-03-31,2023-04-30,2023-04-30,0,0
SHP10869,Mumbai Port,Los Angeles Port,Machinery,2023-05-27,2023-06-12,2023-06-20,8,1
SHP10870,Dubai Port,Singapore Port,Machinery,2023-12-24,2024-01-10,2024-01-10,0,0
SHP10871,Singapore Port,Mumbai Port,Textiles,2023-05-03,2023-06-02,2023-06-09,7,1
SHP10872,Shanghai Port,Mumbai Port,Textiles,2023-07-24,2023-08-14,2023-08-14,0,0
SHP10873,Rotterdam Port,Singapore Port,Auto Parts,2023-09-23,2023-10-03,2023-10-03,0,0
SHP10874,Mumbai Port,Shanghai Port,Machinery,2023-05-26,2023-06-22,2023-06-22,0,0
SHP10875,Los Angeles Port,Rotterdam Port,Textiles,2023-04-26,2023-05-25,2023-05-25,0,0
SHP10876,Rotterdam Port,Dubai Port,Machinery,2023-01-03,2023-01-21,2023-01-21,0,0
SHP10877,Dubai Port,Mumbai Port,Machinery,2023-02-07,2023-03-05,2023-03-05,0,0
SHP10878,Mumbai Port,Singapore Port,Textiles,2023-10-03,2023-10-31,2023-10-31,0,0
SHP10879,Rotterdam Port,Dubai Port,Machinery,2023-09-05,2023-09-22,2023-09-22,0,0
SHP10880,Rotterdam Port,Dubai Port,Machinery,2023-01-15,2023-02-09,2023-02-09,0,0
SHP10881,Mumbai Port,Dubai Port,Auto Parts,2023-12-13,2023-12-30,2023-12-30,0,0
SHP10882,Rotterdam Port,Los Angeles Port,Machinery,2023-10-02,2023-10-12,2023-10-12,0,0
SHP10883,Los Angeles Port,Shanghai Port,Textiles,2023-02-17,2023-03-11,2023-03-11,0,0
SHP10884,Los Angeles Port,Mumbai Port,Machinery,2023-04-02,2023-04-27,2023-04-27,0,0
SHP10885,Shanghai Port,Singapore Port,Textiles,2023-04-04,2023-04-20,2023-04-20,0,0
SHP10886,Shanghai Port,Los Angeles Port,Auto Parts,2023-05-16,2023-06-01,2023-06-05,4,1
SHP10887,Shanghai Port,Singapore Port,Textiles,2023-03-21,2023-04-03,2023-04-03,0,0
SHP10888,Mumbai Port,Dubai Port,Machinery,2023-01-04,2023-01-31,2023-01-31,0,0
SHP10889,Rotterdam Port,Los Angeles Port,Machinery,2023-06-11,2023-07-06,2023-07-06,0,0
SHP10890,Dubai Port,Los Angeles Port,Pharmaceuticals,2023-04-04,2023-04-30,2023-04-30,0,0
SHP10891,Shanghai Port,Singapore Port,Auto Parts,2023-01-28,2023-02-23,2023-02-23,0,0
SHP10892,Rotterdam Port,Singapore Port,Electronics,2023-09-15,2023-10-06,2023-10-06,0,0
SHP10893,Singapore Port,Shanghai Port,Pharmaceuticals,2023-03-03,2023-03-29,2023-03-29,0,0
SHP10894,Singapore Port,Mumbai Port,Electronics,2023-12-12,2023-12-28,2023-12-28,0,0
SHP10895,Mumbai Port,Rotterdam Port,Textiles,2023-11-10,2023-11-28,2023-11-28,0,0
SHP10896,Los Angeles Port,Shanghai Port,Textiles,2023-08-30,2023-09-28,2023-09-28,0,0
SHP10897,Shanghai Port,Dubai Port,Pharmaceuticals,2023-04-18,2023-05-11,2023-05-11,0,0
SHP10898,Los Angeles Port,Rotterdam Port,Pharmaceuticals,2023-05-24,2023-06-17,2023-06-17,0,0
SHP10899,Shanghai Port,Singapore Port,Auto Parts,2023-02-21,2023-03-11,2023-03-11,0,0
SHP10900,Dubai Port,Rotterdam Port,Pharmaceuticals,2023-04-11,2023-04-25,2023-04-25,0,0
SHP10901,Singapore Port,Shanghai Port,Pharmaceuticals,2023-01-05,2023-01-20,2023-01-20,0,0
SHP10902,Shanghai Port,Singapore Port,Machinery,2023-06-11,2023-07-06,2023-07-06,0,0
SHP10903,Dubai Port,Singapore Port,Electronics,2023-07-23,2023-08-05,2023-08-05,0,0
SHP10904,Mumbai Port,Los Angeles Port,Textiles,2023-09-01,2023-10-01,2023-10-03,2,1
SHP10905,Singapore Port,Los Angeles Port,Textiles,2023-07-04,2023-07-25,2023-07-25,0,0
SHP10906,Los Angeles Port,Rotterdam Port,Electronics,2023-07-30,2023-08-12,2023-08-12,0,0
SHP10907,Singapore Port,Dubai Port,Auto Parts,2023-10-23,2023-11-20,2023-11-20,0,0
SHP10908,Dubai Port,Shanghai Port,Textiles,2023-07-01,2023-07-21,2023-07-21,0,0
SHP10909,Rotterdam Port,Dubai Port,Electronics,2023-07-15,2023-08-13,2023-08-13,0,0
SHP10910,Singapore Port,Shanghai Port,Auto Parts,2023-11-24,2023-12-14,2023-12-14,0,0
SHP10911,Dubai Port,Singapore Port,Pharmaceuticals,2023-02-06,2023-02-18,2023-02-18,0,0
SHP10912,Shanghai Port,Rotterdam Port,Textiles,2023-12-01,2023-12-20,2023-12-20,0,0
SHP10913,Dubai Port,Rotterdam Port,Textiles,2023-08-16,2023-09-06,2023-09-06,0,0
SHP10914,Dubai Port,Rotterdam Port,Pharmaceuticals,2023-03-27,2023-04-11,2023-04-11,0,0
SHP10915,Shanghai Port,Los Angeles Port,Textiles,2023-12-25,2024-01-06,2024-01-07,1,1
SHP10916,Rotterdam Port,Mumbai Port,Electronics,2023-02-02,2023-02-27,2023-02-27,0,0
SHP10917,Mumbai Port,Dubai Port,Machinery,2023-02-12,2023-02-25,2023-02-25,0,0
SHP10918,Shanghai Port,Mumbai Port,Pharmaceuticals,2023-06-08,2023-06-25,2023-06-25,0,0
SHP10919,Los Angeles Port,Dubai Port,Auto Parts,2023-03-09,2023-04-04,2023-04-04,0,0
SHP10920,Mumbai Port,Shanghai Port,Textiles,2023-06-16,2023-07-11,2023-07-11,0,0
SHP10921,Dubai Port,Los Angeles Port,Machinery,2023-08-16,2023-08-30,2023-08-30,0,0
SHP10922,Singapore Port,Dubai Port,Auto Parts,2023-10-30,2023-11-28,2023-11-28,0,0
SHP10923,Singapore Port,Dubai Port,Pharmaceuticals,2023-09-26,2023-10-26,2023-10-26,0,0
SHP10924,Los Angeles Port,Rotterdam Port,Pharmaceuticals,2023-10-04,2023-10-21,2023-10-21,0,0
SHP10925,Rotterdam Port,Los Angeles Port,Textiles,2023-07-31,2023-08-18,2023-08-18,0,0
SHP10926,Mumbai Port,Shanghai Port,Machinery,2023-03-11,2023-04-01,2023-04-01,0,0
SHP10927,Dubai Port,Mumbai Port,Pharmaceuticals,2023-09-02,2023-09-21,2023-09-26,5,1
SHP10928,Rotterdam Port,Los Angeles Port,Machinery,2023-04-29,2023-05-09,2023-05-09,0,0
SHP10929,Shanghai Port,Dubai Port,Machinery,2023-08-12,2023-09-03,2023-09-03,0,0
SHP10930,Singapore Port,Rotterdam Port,Pharmaceuticals,2023-04-23,2023-05-11,2023-05-12,1,1
SHP10931,Singapore Port,Shanghai Port,Machinery,2023-11-10,2023-11-28,2023-11-28,0,0
SHP10932,Singapore Port,Dubai Port,Textiles,2023-07-31,2023-08-16,2023-08-16,0,0
SHP10933,Shanghai Port,Los Angeles Port,Textiles,2023-02-26,2023-03-28,2023-03-28,0,0
SHP10934,Rotterdam Port,Los Angeles Port,Machinery,2023-09-09,2023-09-25,2023-09-25,0,0
SHP10935,Shanghai Port,Mumbai Port,Machinery,2023-01-12,2023-01-27,2023-01-27,0,0
SHP10936,Los Angeles Port,Rotterdam Port,Auto Parts,2023-08-13,2023-08-23,2023-08-23,0,0
SHP10937,Shanghai Port,Mumbai Port,Pharmaceuticals,2023-04-22,2023-05-12,2023-05-12,0,0
SHP10938,Rotterdam Port,Los Angeles Port,Pharmaceuticals,2023-12-23,2024-01-03,2024-01-03,0,0
SHP10939,Shanghai Port,Mumbai Port,Textiles,2023-07-20,2023-08-01,2023-08-01,0,0
SHP10940,Shanghai Port,Los Angeles Port,Textiles,2023-07-15,2023-07-25,2023-07-27,2,1
SHP10941,Singapore Port,Shanghai Port,Pharmaceuticals,2023-08-15,2023-09-01,2023-09-01,0,0
SHP10942,Mumbai Port,Los Angeles Port,Pharmaceuticals,2023-02-18,2023-03-16,2023-03-16,0,0
SHP10943,Shanghai Port,Dubai Port,Pharmaceuticals,2023-12-15,2024-01-03,2024-01-03,0,0
SHP10944,Shanghai Port,Mumbai Port,Machinery,2023-09-24,2023-10-07,2023-10-07,0,0
SHP10945,Singapore Port,Los Angeles Port,Auto Parts,2023-07-04,2023-07-15,2023-07-15,0,0
SHP10946,Shanghai Port,Mumbai Port,Auto Parts,2023-11-21,2023-12-14,2023-12-14,0,0
SHP10947,Shanghai Port,Rotterdam Port,Machinery,2023-03-03,2023-03-25,2023-03-25,0,0
SHP10948,Mumbai Port,Shanghai Port,Machinery,2023-12-20,2024-01-14,2024-01-14,0,0
SHP10949,Shanghai Port,Rotterdam Port,Electronics,2023-05-08,2023-05-23,2023-05-23,0,0
SHP10950,Singapore Port,Dubai Port,Textiles,2023-11-17,2023-11-28,2023-12-03,5,1
SHP10951,Singapore Port,Shanghai Port,Machinery,2023-02-24,2023-03-10,2023-03-10,0,0
SHP10952,Los Angeles Port,Singapore Port,Textiles,2023-08-13,2023-08-29,2023-09-03,5,1
SHP10953,Rotterdam Port,Los Angeles Port,Auto Parts,2023-05-09,2023-05-20,2023-05-20,0,0
SHP10954,Rotterdam Port,Singapore Port,Textiles,2023-10-05,2023-10-30,2023-10-30,0,0
SHP10955,Shanghai Port,Singapore Port,Textiles,2023-06-15,2023-07-09,2023-07-09,0,0
SHP10956,Dubai Port,Singapore Port,Auto Parts,2023-02-05,2023-03-03,2023-03-03,0,0
SHP10957,Los Angeles Port,Rotterdam Port,Machinery,2023-07-07,2023-07-31,2023-08-01,1,1
SHP10958,Singapore Port,Dubai Port,Pharmaceuticals,2023-04-05,2023-04-15,2023-04-15,0,0
SHP10959,Los Angeles Port,Singapore Port,Auto Parts,2023-06-14,2023-06-26,2023-06-26,0,0
SHP10960,Dubai Port,Rotterdam Port,Auto Parts,2023-09-26,2023-10-21,2023-10-21,0,0
SHP10961,Shanghai Port,Singapore Port,Textiles,2023-06-15,2023-07-08,2023-07-08,0,0
SHP10962,Mumbai Port,Shanghai Port,Machinery,2023-12-04,2023-12-16,2023-12-26,10,1
SHP10963,Shanghai Port,Los Angeles Port,Electronics,2023-04-14,2023-04-27,2023-04-27,0,0
SHP10964,Mumbai Port,Shanghai Port,Machinery,2023-11-25,2023-12-17,2023-12-17,0,0
SHP10965,Dubai Port,Singapore Port,Machinery,2023-05-12,2023-05-23,2023-05-23,0,0
SHP10966,Dubai Port,Mumbai Port,Electronics,2023-04-17,2023-05-17,2023-05-17,0,0
SHP10967,Mumbai Port,Dubai Port,Electronics,2023-07-04,2023-07-31,2023-07-31,0,0
SHP10968,Rotterdam Port,Los Angeles Port,Electronics,2023-11-12,2023-11-30,2023-11-30,0,0
SHP10969,Singapore Port,Mumbai Port,Textiles,2023-02-09,2023-02-25,2023-02-25,0,0
SHP10970,Mumbai Port,Shanghai Port,Auto Parts,2023-09-30,2023-10-22,2023-10-22,0,0
SHP10971,Dubai Port,Shanghai Port,Machinery,2023-11-17,2023-12-02,2023-12-02,0,0
SHP10972,Dubai Port,Rotterdam Port,Electronics,2023-11-23,2023-12-21,2023-12-21,0,0
SHP10973,Rotterdam Port,Dubai Port,Electronics,2023-03-27,2023-04-11,2023-04-11,0,0
SHP10974,Dubai Port,Los Angeles Port,Auto Parts,2023-10-01,2023-10-30,2023-10-30,0,0
SHP10975,Los Angeles Port,Rotterdam Port,Machinery,2023-06-16,2023-07-07,2023-07-07,0,0
SHP10976,Singapore Port,Rotterdam Port,Textiles,2023-11-08,2023-11-25,2023-11-25,0,0
SHP10977,Shanghai Port,Dubai Port,Machinery,2023-05-11,2023-06-01,2023-06-01,0,0
SHP10978,Rotterdam Port,Dubai Port,Electronics,2023-01-18,2023-02-06,2023-02-06,0,0
SHP10979,Dubai Port,Shanghai Port,Textiles,2023-01-04,2023-01-23,2023-01-23,0,0
SHP10980,Shanghai Port,Rotterdam Port,Electronics,2023-12-20,2024-01-07,2024-01-07,0,0
SHP10981,Dubai Port,Singapore Port,Machinery,2023-10-20,2023-11-03,2023-11-13,10,1
SHP10982,Rotterdam Port,Los Angeles Port,Auto Parts,2023-03-12,2023-03-30,2023-03-30,0,0
SHP10983,Dubai Port,Shanghai Port,Auto Parts,2023-05-12,2023-05-31,2023-06-07,7,1
SHP10984,Rotterdam Port,Singapore Port,Auto Parts,2023-02-09,2023-03-01,2023-03-01,0,0
SHP10985,Shanghai Port,Dubai Port,Machinery,2023-02-18,2023-03-19,2023-03-19,0,0
SHP10986,Mumbai Port,Singapore Port,Pharmaceuticals,2023-02-10,2023-02-21,2023-02-21,0,0
SHP10987,Los Angeles Port,Rotterdam Port,Pharmaceuticals,2023-08-02,2023-08-15,2023-08-15,0,0
SHP10988,Shanghai Port,Singapore Port,Electronics,2023-11-21,2023-12-21,2023-12-21,0,0
SHP10989,Los Angeles Port,Singapore Port,Electronics,2023-06-13,2023-07-10,2023-07-10,0,0
SHP10990,Los Angeles Port,Singapore Port,Auto Parts,2023-03-20,2023-03-31,2023-03-31,0,0
SHP10991,Rotterdam Port,Dubai Port,Machinery,2023-10-22,2023-11-17,2023-11-24,7,1
SHP10992,Rotterdam Port,Los Angeles Port,Pharmaceuticals,2023-03-17,2023-03-31,2023-03-31,0,0
SHP10993,Rotterdam Port,Singapore Port,Electronics,2023-10-08,2023-10-30,2023-10-30,0,0
SHP10994,Rotterdam Port,Singapore Port,Pharmaceuticals,2023-12-24,2024-01-07,2024-01-07,0,0
SHP10995,Rotterdam Port,Singapore Port,Auto Parts,2023-09-07,2023-09-29,2023-09-29,0,0
SHP10996,Shanghai Port,Singapore Port,Machinery,2023-09-26,2023-10-13,2023-10-13,0,0
SHP10997,Los Angeles Port,Dubai Port,Textiles,2023-12-17,2024-01-14,2024-01-21,7,1
SHP10998,Singapore Port,Rotterdam Port,Pharmaceuticals,2023-07-07,2023-07-28,2023-07-28,0,0
SHP10999,Los Angeles Port,Singapore Port,Electronics,2023-06-06,2023-06-21,2023-06-21,0,0
SHP11000,Dubai Port,Rotterdam Port,Machinery,2023-03-16,2023-04-09,2023-04-18,9,1
SHP11001,Shanghai Port,Los Angeles Port,Textiles,2023-03-21,2023-04-02,2023-04-09,7,1
SHP11002,Mumbai Port,Los Angeles Port,Machinery,2023-03-17,2023-04-05,2023-04-07,2,1
SHP11003,Singapore Port,Mumbai Port,Textiles,2023-08-19,2023-09-13,2023-09-17,4,1
SHP11004,Shanghai Port,Singapore Port,Auto Parts,2023-04-15,2023-05-12,2023-05-12,0,0
SHP11005,Los Angeles Port,Singapore Port,Pharmaceuticals,2023-11-15,2023-11-29,2023-11-29,0,0
SHP11006,Singapore Port,Mumbai Port,Pharmaceuticals,2023-10-26,2023-11-21,2023-12-11,20,1
SHP11007,Shanghai Port,Mumbai Port,Textiles,2023-04-13,2023-05-12,2023-05-12,0,0
SHP11008,Rotterdam Port,Mumbai Port,Electronics,2023-07-18,2023-08-05,2023-08-05,0,0
SHP11009,Singapore Port,Los Angeles Port,Electronics,2023-01-10,2023-01-29,2023-01-29,0,0
SHP11010,Singapore Port,Rotterdam Port,Auto Parts,2023-07-14,2023-08-09,2023-08-09,0,0
SHP11011,Mumbai Port,Rotterdam Port,Pharmaceuticals,2023-11-02,2023-11-29,2023-11-30,1,1
SHP11012,Shanghai Port,Singapore Port,Pharmaceuticals,2023-10-15,2023-10-25,2023-10-28,3,1
SHP11013,Dubai Port,Los Angeles Port,Textiles,2023-09-08,2023-09-30,2023-09-30,0,0
SHP11014,Mumbai Port,Rotterdam Port,Textiles,2023-07-01,2023-07-31,2023-07-31,0,0
SHP11015,Dubai Port,Los Angeles Port,Electronics,2023-11-17,2023-12-05,2023-12-05,0,0
SHP11016,Mumbai Port,Singapore Port,Textiles,2023-04-26,2023-05-10,2023-05-10,0,0
SHP11017,Rotterdam Port,Shanghai Port,Electronics,2023-07-15,2023-08-10,2023-08-10,0,0
SHP11018,Dubai Port,Shanghai Port,Pharmaceuticals,2023-05-04,2023-06-01,2023-06-01,0,0
SHP11019,Los Angeles Port,Singapore Port,Textiles,2023-08-18,2023-09-14,2023-09-14,0,0
SHP11020,Singapore Port,Shanghai Port,Machinery,2023-10-05,2023-10-21,2023-10-21,0,0
SHP11021,Los Angeles Port,Singapore Port,Auto Parts,2023-08-09,2023-08-23,2023-08-23,0,0
SHP11022,Dubai Port,Shanghai Port,Textiles,2023-02-04,2023-03-03,2023-03-03,0,0
SHP11023,Singapore Port,Mumbai Port,Auto Parts,2023-06-12,2023-06-26,2023-06-26,0,0
SHP11024,Los Angeles Port,Dubai Port,Pharmaceuticals,2023-06-05,2023-06-29,2023-06-29,0,0
SHP11025,Singapore Port,Los Angeles Port,Auto Parts,2023-04-07,2023-04-20,2023-04-20,0,0
SHP11026,Mumbai Port,Singapore Port,Machinery,2023-05-17,2023-06-15,2023-06-15,0,0
SHP11027,Shanghai Port,Singapore Port,Auto Parts,2023-04-29,2023-05-09,2023-05-09,0,0
SHP11028,Singapore Port,Rotterdam Port,Auto Parts,2023-09-15,2023-10-14,2023-10-14,0,0
SHP11029,Singapore Port,Los Angeles Port,Auto Parts,2023-07-18,2023-08-12,2023-08-12,0,0
SHP11030,Shanghai Port,Los Angeles Port,Auto Parts,2023-01-17,2023-02-09,2023-02-09,0,0
SHP11031,Mumbai Port,Rotterdam Port,Pharmaceuticals,2023-04-24,2023-05-10,2023-05-10,0,0
SHP11032,Mumbai Port,Los Angeles Port,Pharmaceuticals,2023-11-12,2023-12-07,2023-12-07,0,0
SHP11033,Rotterdam Port,Shanghai Port,Pharmaceuticals,2023-07-27,2023-08-07,2023-08-07,0,0
SHP11034,Rotterdam Port,Los Angeles Port,Pharmaceuticals,2023-11-10,2023-12-08,2023-12-08,0,0
SHP11035,Dubai Port,Mumbai Port,Machinery,2023-02-25,2023-03-21,2023-03-21,0,0
SHP11036,Mumbai Port,Los Angeles Port,Machinery,2023-10-03,2023-10-25,2023-10-25,0,0
SHP11037,Mumbai Port,Singapore Port,Pharmaceuticals,2023-09-22,2023-10-22,2023-10-22,0,0
SHP11038,Shanghai Port,Rotterdam Port,Pharmaceuticals,2023-07-23,2023-08-11,2023-08-11,0,0
SHP11039,Los Angeles Port,Dubai Port,Auto Parts,2023-08-05,2023-08-24,2023-08-24,0,0
SHP11040,Mumbai Port,Singapore Port,Auto Parts,2023-08-26,2023-09-25,2023-09-25,0,0
SHP11041,Singapore Port,Dubai Port,Electronics,2023-04-03,2023-05-01,2023-05-01,0,0
SHP11042,Singapore Port,Dubai Port,Auto Parts,2023-07-21,2023-08-13,2023-08-13,0,0
SHP11043,Mumbai Port,Los Angeles Port,Pharmaceuticals,2023-10-30,2023-11-15,2023-11-15,0,0
